,carat,cut,color,clarity,depth,table,volume
30998,0.31,Very Good,E,VVS1,60.3,57.0,52.28
30999,0.33,Ideal,G,VVS2,61.7,56.0,54.01
31000,0.33,Ideal,H,VVS1,61.7,56.0,55.15
31001,0.33,Premium,G,VVS2,60.6,58.0,54.71
31002,0.33,Ideal,H,VVS1,62.2,55.0,53.72
31003,0.3,Good,D,VVS2,63.6,55.0,49.82
31004,0.33,Very Good,G,VVS2,60.0,63.0,53.55
31005,0.33,Ideal,G,VVS2,62.5,54.0,54.36
31006,0.33,Very Good,G,VVS2,63.0,57.0,53.63
31007,0.33,Very Good,G,VVS2,62.8,57.0,54.55
31008,0.3,Premium,D,VVS2,62.4,58.0,48.91
31009,0.33,Ideal,G,VVS2,62.7,55.0,54.68
31010,0.36,Very Good,G,VVS2,61.7,56.0,58.9
31011,0.36,Very Good,H,VVS1,62.0,55.0,59.7
31012,0.3,Very Good,G,VVS1,62.5,56.0,48.68
31013,0.41,Very Good,E,SI1,59.3,59.0,68.68
31014,0.41,Ideal,I,VVS2,61.6,56.0,68.34
31015,0.3,Ideal,G,VVS1,62.6,55.0,49.62
31016,0.3,Ideal,G,VVS1,62.2,56.0,49.14
31017,0.3,Ideal,G,VVS1,62.1,58.0,48.32
31018,0.34,Ideal,D,VS2,61.0,58.0,55.93
31020,0.36,Ideal,E,VS1,61.5,55.0,60.61
31021,0.41,Ideal,F,SI1,61.4,57.0,66.81
31022,0.4,Premium,G,VS2,61.9,58.0,66.33
31023,0.4,Premium,G,VS2,60.4,58.0,65.39
31024,0.42,Very Good,F,SI1,60.6,58.0,69.15
31025,0.41,Very Good,J,VVS2,63.1,60.0,65.11
31026,0.31,Very Good,F,VVS2,62.0,56.0,51.87
31027,0.31,Very Good,F,VVS2,62.0,55.0,51.32
31028,0.3,Very Good,D,VVS2,63.0,56.0,50.11
31029,0.3,Very Good,D,VVS2,63.2,55.0,49.76
31030,0.42,Very Good,H,SI1,61.1,57.0,69.77
31031,0.33,Ideal,G,VVS2,62.0,53.5,54.9
31033,0.35,Ideal,F,VS1,62.8,54.0,58.02
31034,0.37,Ideal,I,IF,60.7,56.0,61.45
31035,0.37,Ideal,I,IF,61.4,55.0,62.11
31037,0.41,Good,I,VS1,60.1,60.1,66.72
31038,0.3,Ideal,F,VS1,61.5,55.0,50.29
31039,0.43,Very Good,G,SI1,60.4,58.0,70.4
31040,0.43,Very Good,G,SI1,62.3,59.0,68.89
31041,0.43,Very Good,G,SI1,62.7,56.0,70.02
31042,0.43,Very Good,G,SI1,62.9,55.0,71.74
31043,0.31,Ideal,E,VS1,61.2,55.0,52.51
31044,0.31,Very Good,H,VVS1,58.5,59.0,52.47
31045,0.42,Very Good,H,VS2,62.1,54.0,69.61
31046,0.3,Very Good,E,VS1,61.7,56.0,49.53
31047,0.31,Ideal,E,VVS2,62.5,54.0,51.59
31048,0.31,Ideal,E,VVS2,61.4,58.0,50.52
31049,0.31,Ideal,E,VVS2,59.9,62.0,51.23
31050,0.31,Ideal,E,VVS2,59.7,61.0,51.03
31051,0.31,Ideal,G,VVS1,60.2,61.0,51.3
31053,0.38,Very Good,G,SI1,61.8,53.7,63.52
31054,0.41,Very Good,E,SI1,62.9,57.0,66.95
31055,0.41,Very Good,E,SI1,62.9,57.0,67.6
31056,0.41,Very Good,E,SI1,62.9,56.0,66.95
31057,0.38,Very Good,G,SI1,62.1,54.0,62.84
31058,0.38,Very Good,G,SI1,62.0,54.8,62.62
31059,0.41,Very Good,F,SI1,62.6,55.0,67.52
31060,0.41,Ideal,E,SI1,62.5,57.0,67.66
31061,0.41,Ideal,E,SI1,62.1,54.0,68.0
31062,0.41,Good,H,VS2,63.4,58.0,66.46
31063,0.41,Very Good,E,SI1,62.8,59.0,67.09
31064,0.41,Good,F,SI1,63.2,59.0,65.61
31065,0.41,Premium,F,SI1,59.8,59.0,67.56
31066,0.41,Ideal,F,SI1,62.7,57.0,65.94
31067,0.41,Good,E,SI1,63.3,57.0,67.4
31068,0.41,Premium,F,SI1,61.8,58.0,66.47
31069,0.41,Premium,E,SI1,61.0,59.0,67.51
31070,0.41,Ideal,E,SI1,62.5,55.0,67.01
31071,0.41,Premium,E,SI1,61.3,58.0,66.94
31072,0.41,Good,E,SI1,63.5,57.0,66.33
31073,0.41,Ideal,E,SI1,62.6,57.0,66.08
31075,0.41,Very Good,F,SI1,62.9,56.0,66.17
31076,0.41,Very Good,E,SI1,62.4,55.0,67.29
31077,0.41,Good,F,SI1,63.9,56.0,66.77
31078,0.41,Very Good,F,SI1,62.8,57.0,65.66
31079,0.41,Very Good,E,SI1,61.4,56.0,67.45
31080,0.41,Ideal,E,SI1,62.7,57.0,67.38
31081,0.41,Premium,E,SI1,60.1,60.0,66.86
31082,0.41,Good,E,SI1,63.9,58.0,66.77
31083,0.41,Very Good,E,SI1,60.5,61.0,66.54
31084,0.41,Good,F,SI1,63.3,57.0,65.97
31085,0.41,Premium,E,SI1,62.4,58.0,67.29
31086,0.41,Premium,F,SI1,61.0,60.0,67.0
31087,0.41,Premium,E,SI1,60.2,60.0,66.58
31088,0.41,Good,I,VS1,63.7,57.0,65.91
31089,0.4,Very Good,F,SI1,62.1,60.0,63.73
31090,0.35,Ideal,G,VVS2,61.8,55.0,58.17
31091,0.35,Ideal,H,VVS1,62.0,55.0,57.66
31092,0.32,Ideal,D,VS1,61.4,56.0,53.94
31093,0.42,Ideal,G,SI1,60.7,57.0,69.39
31096,0.32,Premium,D,SI1,61.3,60.0,52.94
31097,0.32,Ideal,D,SI1,60.8,57.0,52.67
31098,0.32,Premium,D,SI1,58.9,60.0,52.99
31099,0.32,Ideal,D,SI1,62.0,55.0,53.52
31100,0.32,Ideal,D,SI1,61.9,57.0,51.99
31101,0.32,Premium,D,SI1,63.0,58.0,52.95
31102,0.32,Ideal,D,SI1,62.0,57.0,52.3
31103,0.32,Ideal,D,SI1,62.8,56.0,51.54
31104,0.32,Very Good,D,SI1,63.3,57.0,53.02
31105,0.32,Good,D,SI1,63.8,56.0,52.17
31106,0.32,Ideal,D,SI1,62.0,57.0,52.85
31107,0.4,Very Good,J,VS1,63.5,56.0,65.69
31108,0.36,Premium,G,VS2,62.5,58.0,58.07
31109,0.36,Premium,E,SI1,62.2,59.0,58.59
31110,0.32,Premium,I,VVS1,60.1,61.0,52.08
31111,0.32,Ideal,I,VVS1,61.9,55.0,52.54
31112,0.32,Ideal,I,VVS1,61.7,55.0,52.35
31113,0.32,Ideal,I,VVS1,62.5,55.0,52.68
31114,0.32,Ideal,I,VVS1,62.4,55.0,51.71
31115,0.32,Premium,I,VVS1,63.0,58.0,51.85
31116,0.32,Ideal,D,SI1,59.3,55.0,54.75
31117,0.32,Premium,D,SI1,58.3,58.0,53.61
31118,0.32,Ideal,D,SI1,59.6,57.0,52.36
31119,0.32,Premium,D,SI1,60.4,58.0,53.39
31120,0.32,Premium,D,SI1,60.8,58.0,52.67
31121,0.32,Ideal,D,SI1,61.4,57.0,52.82
31122,0.32,Ideal,D,SI1,60.9,56.0,52.43
31123,0.32,Premium,D,SI1,60.2,58.0,51.85
31124,0.32,Premium,D,SI1,61.5,59.0,52.58
31125,0.32,Ideal,D,SI1,61.5,56.0,52.58
31126,0.32,Ideal,D,SI1,61.3,55.0,52.39
31127,0.32,Ideal,D,SI1,62.5,54.0,53.24
31128,0.32,Premium,D,SI1,62.3,55.0,53.05
31129,0.32,Premium,D,SI1,60.9,60.0,51.88
31130,0.32,Premium,D,SI1,61.4,58.0,52.27
31131,0.32,Ideal,D,SI1,62.8,56.0,53.31
31132,0.32,Ideal,D,SI1,62.6,55.0,52.44
31133,0.32,Very Good,D,SI1,63.1,57.0,52.83
31134,0.32,Very Good,D,SI1,63.3,57.0,53.02
31135,0.32,Ideal,D,SI1,62.7,54.0,52.88
31136,0.32,Ideal,D,SI1,61.3,57.0,51.84
31137,0.32,Ideal,D,SI1,62.7,54.0,52.32
31138,0.32,Very Good,D,SI1,63.2,54.0,52.71
31139,0.32,Very Good,D,SI1,63.1,56.0,52.28
31140,0.32,Good,D,SI1,63.7,55.0,52.97
31141,0.32,Very Good,D,SI1,63.5,55.0,51.56
31142,0.32,Premium,D,SI1,62.6,58.0,51.35
31143,0.32,Ideal,D,SI1,62.7,57.0,51.78
31144,0.32,Good,D,SI1,63.6,56.0,52.54
31145,0.31,Ideal,E,VS2,62.0,56.0,51.75
31147,0.44,Good,E,SI1,63.4,57.0,71.39
31148,0.44,Good,F,SI1,63.8,54.0,71.7
31149,0.42,Very Good,D,SI1,63.0,55.0,68.63
31151,0.42,Very Good,D,SI1,61.5,58.0,68.62
31152,0.42,Very Good,D,SI1,60.2,57.0,69.49
31153,0.42,Ideal,D,SI1,61.9,55.0,69.09
31154,0.42,Very Good,D,SI1,63.0,57.0,69.29
31155,0.38,Ideal,G,VS2,61.9,54.1,63.16
31156,0.31,Ideal,F,VS2,61.6,55.0,51.37
31157,0.31,Ideal,F,VS2,61.9,55.0,51.33
31158,0.31,Ideal,F,VS2,61.6,55.0,51.92
31159,0.31,Ideal,F,VS2,61.9,55.0,51.99
31162,0.37,Very Good,E,VS2,60.6,58.0,60.37
31163,0.37,Premium,E,VS2,60.2,58.0,61.15
31164,0.4,Ideal,I,VVS2,62.0,54.0,66.7
31165,0.4,Ideal,I,VVS2,62.0,57.0,66.05
31167,0.34,Ideal,E,VS2,62.1,54.1,55.92
31168,0.46,Ideal,F,SI2,61.5,54.0,76.6
31169,0.4,Ideal,J,IF,62.5,56.0,65.72
31170,0.32,Ideal,D,VS2,61.6,56.0,51.92
31171,0.32,Ideal,D,VS2,62.0,55.0,52.85
31172,0.32,Ideal,D,VS2,62.4,57.0,51.71
31173,0.32,Ideal,D,VS2,61.9,55.0,53.09
31174,0.32,Ideal,E,VS1,61.7,57.0,52.78
31175,0.32,Good,H,SI1,63.1,54.0,53.38
31176,0.32,Very Good,I,VS2,61.1,57.0,52.2
31177,0.32,Ideal,H,SI1,60.6,57.0,52.36
31178,0.32,Premium,E,SI2,61.7,60.0,52.35
31179,0.32,Good,H,SI1,63.1,55.0,52.16
31180,0.32,Very Good,H,SI1,62.2,56.0,52.06
31181,0.32,Very Good,I,VS2,63.0,55.0,52.39
31182,0.32,Ideal,I,VS2,62.5,55.0,52.68
31183,0.32,Ideal,I,VS2,61.5,56.0,52.58
31184,0.32,Very Good,I,VS2,62.9,57.0,53.07
31185,0.32,Ideal,I,VS2,60.3,56.0,52.95
31186,0.32,Very Good,E,SI2,62.7,57.0,51.78
31187,0.32,Good,I,VS2,63.2,56.0,52.03
31188,0.32,Ideal,I,VS2,61.6,56.0,51.8
31189,0.32,Premium,E,SI2,59.7,60.0,52.24
31190,0.32,Very Good,I,VS2,63.0,57.0,51.85
31191,0.32,Ideal,I,VS2,61.3,56.0,52.39
31192,0.32,Premium,I,VS2,62.2,59.0,51.52
31193,0.32,Good,I,VS2,63.4,55.0,52.22
31194,0.32,Ideal,E,SI2,62.7,55.0,53.55
31195,0.32,Premium,I,VS2,62.6,58.0,53.12
31196,0.28,Very Good,H,VVS2,62.4,54.0,46.72
31198,0.32,Ideal,G,SI2,61.6,56.0,54.26
31199,0.32,Ideal,G,SI2,61.8,55.0,53.21
31201,0.36,Ideal,F,SI2,62.2,55.0,59.78
31202,0.33,Ideal,F,SI2,62.3,55.0,55.42
31203,0.36,Ideal,F,SI2,61.2,56.0,60.53
31204,0.32,Ideal,I,SI1,61.9,54.0,53.77
31205,0.32,Ideal,D,VS2,61.1,56.0,52.08
31206,0.32,Ideal,D,VS2,61.0,56.0,53.42
31207,0.32,Ideal,D,VS2,61.9,55.0,53.65
31208,0.32,Ideal,E,VS1,61.6,57.0,51.37
31209,0.32,Very Good,D,VS2,62.5,57.0,52.01
31210,0.32,Ideal,D,VS2,62.2,56.0,52.61
31211,0.32,Premium,D,VS2,61.7,59.0,52.78
31212,0.32,Ideal,D,VS2,62.7,54.0,52.33
31213,0.32,Ideal,D,VS2,61.7,54.0,52.78
31214,0.32,Ideal,D,VS2,61.9,57.0,51.99
31215,0.32,Ideal,D,VS2,62.1,56.0,53.29
31216,0.32,Very Good,D,VS2,62.0,57.0,52.85
31217,0.32,Very Good,D,VS2,61.8,57.0,51.02
31218,0.32,Ideal,D,VS2,61.3,56.0,51.84
31219,0.32,Ideal,D,VS2,62.5,56.0,53.8
31220,0.32,Ideal,E,VS1,61.5,56.0,52.03
31221,0.32,Ideal,D,VS2,62.7,57.0,54.11
31222,0.32,Ideal,D,VS2,62.6,57.0,53.0
31223,0.32,Ideal,D,VS2,61.0,57.0,53.42
31224,0.32,Premium,D,VS2,60.3,60.0,52.4
31225,0.32,Ideal,D,VS2,62.0,55.0,52.42
31226,0.32,Ideal,E,VS1,59.9,55.0,53.67
31227,0.32,Ideal,D,VS2,62.2,55.0,52.61
31228,0.32,Ideal,D,VS2,62.1,54.0,53.97
31229,0.32,Ideal,E,VS1,61.7,56.0,52.78
31230,0.32,Premium,D,VS2,61.7,58.0,51.13
31231,0.32,Ideal,D,VS2,61.7,57.0,51.68
31232,0.32,Ideal,D,VS2,62.2,56.0,52.06
31233,0.32,Ideal,D,VS2,61.5,56.0,52.58
31234,0.32,Ideal,D,VS2,62.6,55.0,52.56
31235,0.36,Premium,I,IF,59.9,59.0,58.53
31236,0.32,Ideal,D,VS2,61.5,56.0,53.26
31237,0.32,Ideal,D,VS2,60.5,56.0,53.83
31238,0.32,Ideal,D,VS2,62.3,57.0,53.05
31239,0.32,Ideal,E,VS1,61.8,55.0,53.21
31240,0.32,Ideal,E,VS1,61.9,56.0,52.54
31241,0.3,Very Good,E,VVS2,62.4,57.0,49.44
31242,0.36,Very Good,D,VS2,64.0,56.0,58.32
31243,0.31,Ideal,F,VVS2,61.9,56.0,50.78
31244,0.31,Ideal,G,VVS1,62.4,54.0,50.5
31245,0.37,Ideal,F,VS2,61.7,55.0,62.8
31246,0.36,Ideal,F,VS2,61.0,56.0,60.32
31247,0.38,Ideal,G,VS1,62.4,54.0,62.7
31248,0.41,Ideal,G,SI1,61.4,56.0,68.77
31249,0.41,Ideal,G,SI1,61.9,54.0,68.28
31250,0.44,Premium,H,SI2,58.4,60.0,73.83
31251,0.44,Premium,H,SI2,59.3,60.0,73.85
31252,0.44,Premium,H,SI2,59.6,60.0,72.23
31253,0.37,Very Good,D,VS2,60.0,57.0,63.54
31254,0.35,Very Good,F,VS1,61.9,56.0,56.87
31255,0.43,Very Good,D,SI1,62.9,56.0,69.72
31262,0.42,Ideal,H,VS2,62.1,54.0,69.99
31263,0.34,Ideal,E,VS2,61.8,54.0,56.17
31264,0.34,Ideal,F,VS1,61.9,55.0,56.62
31265,0.41,Ideal,E,SI2,61.2,56.0,68.68
31266,0.42,Ideal,H,SI1,60.9,56.0,70.58
31267,0.42,Ideal,F,SI1,61.6,56.0,69.52
31272,0.41,Good,E,SI1,59.5,62.0,68.26
31273,0.43,Ideal,F,SI1,62.5,56.0,70.45
31274,0.43,Ideal,E,SI1,62.6,56.0,69.49
31275,0.4,Very Good,G,VS1,60.4,57.0,65.39
31276,0.42,Very Good,H,SI1,58.6,61.0,70.38
31277,0.33,Ideal,G,VVS2,60.4,57.0,55.08
31278,0.33,Ideal,F,VVS2,60.9,57.0,54.91
31279,0.33,Ideal,F,VVS2,61.4,55.0,55.77
31280,0.33,Ideal,F,VVS2,61.7,55.0,55.27
31281,0.33,Ideal,F,VVS2,60.7,56.0,54.59
31282,0.33,Ideal,F,VVS2,61.8,54.0,55.72
31283,0.36,Ideal,G,VS1,60.6,57.0,59.04
31284,0.3,Ideal,D,VS1,61.0,57.0,48.97
31285,0.44,Ideal,F,SI1,61.4,56.0,72.95
31286,0.42,Ideal,D,SI1,62.1,54.0,70.8
31287,0.3,Premium,H,VVS1,61.3,58.0,49.04
31288,0.31,Ideal,H,IF,60.8,57.0,51.46
31290,0.31,Very Good,G,VVS1,62.8,57.0,50.46
31291,0.31,Ideal,F,VVS2,61.2,56.0,51.41
31292,0.31,Premium,H,IF,60.4,58.0,52.16
31293,0.31,Very Good,G,VVS1,59.8,62.0,50.26
31294,0.31,Ideal,F,VVS2,62.4,55.0,51.16
31295,0.37,Ideal,E,VS2,61.0,56.0,61.54
31296,0.3,Ideal,D,VS2,62.3,53.9,49.97
31297,0.33,Premium,D,VS2,60.8,60.0,55.03
31298,0.31,Very Good,E,VVS1,59.9,62.0,51.23
31299,0.31,Very Good,E,VVS1,61.2,61.0,50.22
31300,0.35,Very Good,D,VS1,60.9,58.0,57.35
31301,0.37,Ideal,D,VS2,61.1,54.0,61.28
31302,0.37,Ideal,D,VS2,62.3,55.0,60.86
31303,0.41,Ideal,H,SI1,61.5,55.0,67.83
31304,0.43,Ideal,G,SI1,62.2,54.0,71.33
31306,0.3,Ideal,E,VVS1,62.5,54.0,49.85
31307,0.32,Premium,H,IF,61.8,58.0,51.56
31308,0.38,Very Good,G,VS1,62.0,57.0,62.89
31309,0.45,Very Good,G,SI2,59.7,61.0,73.51
31310,0.47,Very Good,J,SI1,62.4,58.0,76.42
31311,0.36,Ideal,H,VVS1,62.0,54.8,59.57
31312,0.3,Ideal,G,VVS1,61.8,57.0,50.48
31313,0.3,Ideal,G,VVS1,62.1,57.0,48.73
31314,0.3,Ideal,G,VVS1,62.2,57.0,49.78
31315,0.3,Ideal,G,VVS1,61.5,57.0,48.7
31316,0.3,Ideal,G,VVS1,62.0,58.0,48.95
31317,0.3,Ideal,G,VVS1,61.9,57.0,49.07
31318,0.3,Ideal,G,VVS1,61.7,54.0,50.06
31319,0.3,Ideal,G,VVS1,61.7,57.0,50.06
31320,0.3,Ideal,G,VVS1,61.7,57.0,50.06
31321,0.3,Ideal,G,VVS1,61.8,56.0,50.48
31322,0.3,Ideal,G,VVS1,61.1,57.0,49.8
31323,0.3,Ideal,G,VVS1,62.7,54.0,50.57
31324,0.3,Ideal,G,VVS1,61.4,58.0,49.87
31325,0.3,Ideal,G,VVS1,62.0,54.0,51.21
31326,0.3,Ideal,G,VVS1,62.3,54.0,50.74
31327,0.3,Ideal,G,VVS1,62.0,58.0,48.95
31328,0.3,Ideal,G,VVS1,61.4,57.0,49.99
31329,0.3,Ideal,G,VVS1,62.2,57.0,49.14
31330,0.3,Ideal,G,VVS1,61.6,58.0,49.53
31331,0.3,Ideal,G,VVS1,61.9,54.0,50.78
31332,0.3,Ideal,G,VVS1,61.5,55.0,50.29
31333,0.4,Ideal,H,VS2,61.8,54.5,66.47
31334,0.34,Ideal,F,VS1,61.1,55.0,57.55
31335,0.34,Ideal,F,VS1,61.7,55.0,57.0
31336,0.4,Ideal,F,SI2,61.5,56.0,66.53
31337,0.41,Ideal,F,SI1,61.2,58.0,67.08
31338,0.3,Ideal,H,IF,61.2,55.0,50.87
31339,0.3,Ideal,H,IF,61.5,58.0,48.59
31340,0.3,Ideal,H,IF,60.8,56.0,50.91
31341,0.3,Ideal,H,IF,62.2,54.0,51.4
31342,0.3,Ideal,H,IF,61.8,57.0,50.36
31343,0.3,Ideal,H,IF,62.5,56.0,50.39
31344,0.3,Ideal,H,IF,62.3,54.0,51.28
31345,0.3,Ideal,H,IF,61.5,56.0,49.76
31346,0.3,Ideal,H,IF,61.2,56.0,50.87
31347,0.3,Ideal,H,IF,61.6,57.0,49.64
31348,0.3,Ideal,H,IF,62.1,57.0,49.37
31349,0.3,Ideal,H,IF,62.0,57.0,48.43
31350,0.3,Ideal,H,IF,62.0,55.0,50.67
31351,0.3,Ideal,H,IF,61.3,58.0,48.93
31352,0.33,Good,F,VVS1,63.3,57.0,54.26
31353,0.43,Very Good,E,SI2,59.0,60.0,70.72
31354,0.33,Ideal,F,VS1,62.8,55.0,54.56
31355,0.4,Ideal,J,VS2,62.9,57.0,66.31
31356,0.3,Ideal,I,VVS2,63.0,57.0,48.52
31357,0.34,Ideal,G,VS2,62.1,57.0,55.79
31358,0.34,Premium,G,VS2,60.3,54.0,56.6
31359,0.4,Good,J,VS2,64.0,57.0,65.85
31360,0.4,Very Good,I,SI1,63.2,54.0,64.83
31361,0.4,Ideal,I,SI1,61.6,56.0,64.33
31362,0.4,Premium,I,SI1,59.8,57.0,66.77
31363,0.4,Very Good,G,SI2,63.4,59.0,63.79
31364,0.34,Ideal,G,VS2,61.8,56.0,56.29
31365,0.34,Ideal,G,VS2,61.1,55.0,56.97
31366,0.34,Ideal,G,VS2,61.5,55.0,55.52
31367,0.34,Ideal,G,VS2,62.7,55.0,56.52
31368,0.34,Premium,E,SI1,59.3,58.0,56.6
31369,0.34,Premium,E,SI1,59.6,57.0,56.68
31370,0.34,Good,E,SI1,63.9,56.0,56.69
31371,0.34,Ideal,E,SI1,60.7,56.0,56.43
31372,0.4,Premium,J,VS2,60.9,62.0,65.07
31373,0.4,Premium,J,VS2,62.5,60.0,64.45
31374,0.4,Good,I,SI1,63.9,57.0,65.49
31375,0.4,Very Good,I,SI1,63.2,55.0,65.61
31376,0.4,Very Good,G,SI2,63.1,59.0,64.47
31377,0.4,Premium,G,SI2,61.9,61.0,64.91
31378,0.4,Very Good,G,SI2,63.2,56.0,66.25
31379,0.34,Very Good,I,VVS2,63.1,56.0,55.64
31380,0.34,Premium,I,VVS2,61.5,60.0,54.95
31381,0.34,Premium,I,VVS2,61.3,57.0,56.01
31382,0.34,Premium,H,VS1,61.6,59.0,56.67
31383,0.34,Premium,H,VS1,61.4,59.0,56.47
31384,0.34,Premium,H,VS1,62.1,58.0,55.67
31385,0.34,Ideal,H,VS1,62.1,57.0,56.37
31386,0.34,Ideal,H,VS1,62.7,55.0,56.98
31387,0.34,Premium,H,VS1,60.8,59.0,55.61
31388,0.34,Premium,H,VS1,61.3,56.0,56.01
31389,0.34,Ideal,H,VS1,62.5,57.0,54.93
31390,0.34,Premium,H,VS1,62.2,58.0,54.97
31391,0.34,Ideal,H,VS1,62.3,55.0,55.42
31392,0.34,Ideal,H,VS1,62.7,57.0,55.82
31393,0.34,Premium,H,VS1,60.6,60.0,54.15
31394,0.34,Very Good,H,VS1,63.1,57.0,54.51
31395,0.34,Premium,G,VS2,60.2,58.0,56.15
31396,0.34,Premium,G,VS2,60.3,59.0,55.32
31397,0.34,Ideal,G,VS2,61.9,55.0,56.75
31398,0.34,Premium,G,VS2,61.1,60.0,56.39
31399,0.34,Premium,G,VS2,61.3,58.0,56.59
31400,0.34,Premium,G,VS2,60.2,58.0,56.14
31401,0.34,Ideal,G,VS2,61.0,57.0,55.24
31402,0.34,Ideal,G,VS2,61.4,57.0,55.77
31403,0.34,Ideal,G,VS2,61.7,56.0,56.42
31404,0.34,Ideal,G,VS2,61.3,55.0,55.89
31405,0.34,Premium,G,VS2,60.3,58.0,55.32
31406,0.34,Premium,G,VS2,61.8,58.0,55.72
31407,0.34,Ideal,G,VS2,62.0,54.0,55.92
31408,0.34,Ideal,G,VS2,62.0,56.0,55.92
31409,0.34,Ideal,G,VS2,62.2,55.0,56.12
31410,0.34,Ideal,G,VS2,61.5,57.0,55.64
31411,0.34,Ideal,G,VS2,62.1,55.0,55.67
31412,0.34,Premium,G,VS2,61.2,58.0,54.99
31413,0.34,Ideal,G,VS2,62.5,57.0,56.2
31415,0.34,Premium,G,VS2,61.6,60.0,55.39
31416,0.34,Ideal,G,VS2,61.5,56.0,55.52
31417,0.34,Premium,G,VS2,61.6,58.0,55.39
31418,0.34,Ideal,G,VS2,62.9,55.0,56.72
31419,0.34,Ideal,G,VS2,62.0,55.0,55.35
31420,0.34,Premium,G,VS2,61.0,58.0,54.67
31421,0.34,Premium,G,VS2,62.0,59.0,54.65
31422,0.34,Very Good,G,VS2,63.1,57.0,55.64
31423,0.34,Premium,G,VS2,61.2,59.0,54.3
31424,0.34,Ideal,G,VS2,62.2,57.0,54.98
31425,0.34,Premium,G,VS2,61.2,62.0,54.3
31426,0.34,Premium,E,SI1,59.0,60.0,57.09
31427,0.34,Ideal,E,SI1,61.7,56.0,56.42
31428,0.34,Ideal,E,SI1,61.4,54.0,56.47
31429,0.34,Premium,E,SI1,60.3,57.0,56.6
31430,0.34,Ideal,E,SI1,62.3,57.0,56.57
31431,0.34,Ideal,E,SI1,61.4,55.0,56.34
31432,0.34,Premium,E,SI1,60.7,60.0,55.16
31433,0.34,Ideal,E,SI1,60.7,57.0,55.16
31434,0.34,Ideal,E,SI1,61.0,57.0,55.36
31435,0.34,Ideal,E,SI1,62.9,55.0,56.72
31436,0.34,Ideal,E,SI1,62.1,55.0,56.25
31437,0.34,Very Good,E,SI1,63.2,55.0,56.67
31438,0.34,Premium,E,SI1,61.8,58.0,55.72
31439,0.34,Very Good,E,SI1,63.3,56.0,54.83
31440,0.34,Ideal,E,SI1,63.0,55.0,55.32
31441,0.34,Premium,E,SI1,61.9,59.0,54.9
31442,0.34,Ideal,E,SI1,61.8,56.0,55.02
31443,0.34,Ideal,E,SI1,62.9,56.0,56.02
31444,0.34,Ideal,E,SI1,62.2,55.0,55.55
31445,0.34,Ideal,E,SI1,62.7,55.0,55.82
31446,0.34,Ideal,E,SI1,62.0,57.0,55.35
31447,0.34,Premium,G,VS2,62.4,59.0,54.6
31448,0.31,Very Good,E,VVS2,61.1,55.0,52.08
31449,0.31,Ideal,E,VVS2,61.4,56.0,51.6
31450,0.31,Ideal,E,VVS2,61.7,56.0,51.68
31451,0.3,Ideal,E,VVS2,61.9,59.0,48.66
31452,0.3,Ideal,E,VVS2,62.2,57.0,49.25
31453,0.3,Ideal,E,VVS2,61.5,58.0,48.7
31454,0.3,Ideal,E,VVS2,61.9,55.0,49.71
31455,0.3,Ideal,E,VVS2,61.9,58.0,49.18
31456,0.3,Ideal,E,VVS2,61.9,58.0,48.54
31457,0.3,Ideal,E,VVS2,62.3,57.0,49.55
31458,0.3,Ideal,E,VVS2,61.6,58.0,49.11
31459,0.3,Ideal,E,VVS2,62.1,57.0,48.84
31460,0.3,Ideal,E,VVS2,62.3,56.0,49.55
31461,0.3,Ideal,E,VVS2,62.3,57.0,49.67
31462,0.3,Ideal,E,VVS2,61.6,56.0,50.17
31463,0.3,Ideal,E,VVS2,62.3,56.0,50.2
31464,0.31,Ideal,D,VS1,60.5,57.0,52.04
31465,0.31,Ideal,D,VS1,61.6,55.0,51.92
31466,0.38,Ideal,F,SI1,61.7,56.0,64.06
31467,0.31,Ideal,F,IF,59.7,60.0,51.58
31468,0.38,Ideal,I,VVS2,62.6,54.0,62.3
31469,0.38,Ideal,G,VS2,62.2,56.0,61.74
31470,0.38,Very Good,G,VS2,60.4,57.0,62.12
31471,0.38,Very Good,G,VS2,59.9,58.0,63.94
31472,0.38,Very Good,G,VS2,60.1,61.0,60.2
31473,0.38,Premium,H,VS1,61.6,58.0,62.94
31474,0.38,Very Good,G,VS2,60.8,61.0,61.32
31475,0.38,Very Good,G,VS2,59.2,60.0,62.02
31476,0.38,Premium,G,VS2,59.3,59.0,62.51
31477,0.31,Ideal,D,VVS2,61.6,56.0,51.13
31478,0.31,Ideal,D,VVS2,62.4,56.0,51.71
31479,0.31,Ideal,D,VVS2,62.0,56.0,51.21
31480,0.31,Ideal,D,VVS2,61.9,56.0,51.99
31481,0.31,Premium,F,VVS1,59.4,58.0,51.61
31482,0.31,Ideal,D,VVS2,61.9,57.0,50.25
31483,0.36,Premium,F,VVS2,62.7,58.0,58.28
31485,0.31,Very Good,F,VVS1,60.7,58.0,51.03
31486,0.31,Ideal,E,VVS2,61.9,54.0,52.54
31487,0.31,Ideal,E,VVS2,60.8,56.0,52.0
31488,0.4,Ideal,F,VS2,62.3,54.0,66.93
31489,0.36,Ideal,E,VS1,60.8,55.0,59.38
31490,0.35,Ideal,E,VS2,62.1,56.0,57.54
31491,0.35,Ideal,E,VS2,61.7,55.0,58.3
31492,0.35,Ideal,E,VS2,62.0,57.0,57.66
